v ccx ccy ccz
v 2.27 2.81 0.05
v 2.29 2.81 0.05
v 2.31 2.81 0.05
v 2.33 2.81 0.05
v 2.35 2.81 0.05
v 2.37 2.81 0.05
v 2.39 2.81 0.05
v 2.41 2.81 0.05
v 2.43 2.81 0.05
v 2.45 2.81 0.05
v 2.47 2.81 0.05
v 2.49 2.81 0.05
v 2.01 2.83 0.05
v 2.03 2.83 0.05
v 2.05 2.83 0.05
v 2.07 2.83 0.05
v 2.09 2.83 0.05
v 2.11 2.83 0.05
v 2.13 2.83 0.05
v 2.15 2.83 0.05
v 2.17 2.83 0.05
v 2.19 2.83 0.05
v 2.21 2.83 0.05
v 2.23 2.83 0.05
v 2.25 2.83 0.05
v 2.27 2.83 0.05
v 2.29 2.83 0.05
v 2.31 2.83 0.05
v 2.33 2.83 0.05
v 2.35 2.83 0.05
v 2.37 2.83 0.05
v 2.39 2.83 0.05
v 2.41 2.83 0.05
v 2.43 2.83 0.05
v 2.45 2.83 0.05
v 2.47 2.83 0.05
v 2.49 2.83 0.05
v 2.01 2.85 0.05
v 2.03 2.85 0.05
v 2.05 2.85 0.05
v 2.07 2.85 0.05
v 2.09 2.85 0.05
v 2.11 2.85 0.05
v 2.13 2.85 0.05
v 2.15 2.85 0.05
v 2.17 2.85 0.05
v 2.19 2.85 0.05
v 2.21 2.85 0.05
v 2.23 2.85 0.05
v 2.25 2.85 0.05
v 2.27 2.85 0.05
v 2.29 2.85 0.05
v 2.31 2.85 0.05
v 2.33 2.85 0.05
v 2.35 2.85 0.05
v 2.37 2.85 0.05
v 2.39 2.85 0.05
v 2.41 2.85 0.05
v 2.43 2.85 0.05
v 2.45 2.85 0.05
v 2.47 2.85 0.05
v 2.49 2.85 0.05
v 2.01 2.87 0.05
v 2.03 2.87 0.05
v 2.05 2.87 0.05
v 2.07 2.87 0.05
v 2.09 2.87 0.05
v 2.11 2.87 0.05
v 2.13 2.87 0.05
v 2.15 2.87 0.05
v 2.17 2.87 0.05
v 2.19 2.87 0.05
v 2.21 2.87 0.05
v 2.23 2.87 0.05
v 2.25 2.87 0.05
v 2.27 2.87 0.05
v 2.29 2.87 0.05
v 2.31 2.87 0.05
v 2.33 2.87 0.05
v 2.35 2.87 0.05
v 2.37 2.87 0.05
v 2.39 2.87 0.05
v 2.41 2.87 0.05
v 2.43 2.87 0.05
v 2.45 2.87 0.05
v 2.47 2.87 0.05
v 2.49 2.87 0.05
v 2.01 2.89 0.05
v 2.03 2.89 0.05
v 2.05 2.89 0.05
v 2.07 2.89 0.05
v 2.09 2.89 0.05
v 2.11 2.89 0.05
v 2.13 2.89 0.05
v 2.15 2.89 0.05
v 2.17 2.89 0.05
v 2.19 2.89 0.05
v 2.21 2.89 0.05
v 2.23 2.89 0.05
v 2.25 2.89 0.05
v 2.27 2.89 0.05
v 2.29 2.89 0.05
v 2.31 2.89 0.05
v 2.33 2.89 0.05
v 2.35 2.89 0.05
v 2.37 2.89 0.05
v 2.39 2.89 0.05
v 2.41 2.89 0.05
v 2.43 2.89 0.05
v 2.45 2.89 0.05
v 2.47 2.89 0.05
v 2.49 2.89 0.05
v 2.01 2.91 0.05
v 2.03 2.91 0.05
v 2.05 2.91 0.05
v 2.07 2.91 0.05
v 2.09 2.91 0.05
v 2.11 2.91 0.05
v 2.13 2.91 0.05
v 2.15 2.91 0.05
v 2.17 2.91 0.05
v 2.19 2.91 0.05
v 2.21 2.91 0.05
v 2.23 2.91 0.05
v 2.25 2.91 0.05
v 2.27 2.91 0.05
v 2.29 2.91 0.05
v 2.31 2.91 0.05
v 2.33 2.91 0.05
v 2.35 2.91 0.05
v 2.37 2.91 0.05
v 2.39 2.91 0.05
v 2.41 2.91 0.05
v 2.43 2.91 0.05
v 2.45 2.91 0.05
v 2.47 2.91 0.05
v 2.49 2.91 0.05
v 2.01 2.93 0.05
v 2.03 2.93 0.05
v 2.05 2.93 0.05
v 2.07 2.93 0.05
v 2.09 2.93 0.05
v 2.11 2.93 0.05
v 2.13 2.93 0.05
v 2.15 2.93 0.05
v 2.17 2.93 0.05
v 2.19 2.93 0.05
v 2.21 2.93 0.05
v 2.23 2.93 0.05
v 2.25 2.93 0.05
v 2.27 2.93 0.05
v 2.29 2.93 0.05
v 2.31 2.93 0.05
v 2.33 2.93 0.05
v 2.35 2.93 0.05
v 2.37 2.93 0.05
v 2.39 2.93 0.05
v 2.41 2.93 0.05
v 2.43 2.93 0.05
v 2.45 2.93 0.05
v 2.47 2.93 0.05
v 2.49 2.93 0.05
v 2.01 2.95 0.05
v 2.03 2.95 0.05
v 2.05 2.95 0.05
v 2.07 2.95 0.05
v 2.09 2.95 0.05
v 2.11 2.95 0.05
v 2.13 2.95 0.05
v 2.15 2.95 0.05
v 2.17 2.95 0.05
v 2.19 2.95 0.05
v 2.21 2.95 0.05
v 2.23 2.95 0.05
v 2.25 2.95 0.05
v 2.27 2.95 0.05
v 2.29 2.95 0.05
v 2.31 2.95 0.05
v 2.33 2.95 0.05
v 2.35 2.95 0.05
v 2.37 2.95 0.05
v 2.39 2.95 0.05
v 2.41 2.95 0.05
v 2.43 2.95 0.05
v 2.45 2.95 0.05
v 2.47 2.95 0.05
v 2.49 2.95 0.05
v 2.01 2.97 0.05
v 2.03 2.97 0.05
v 2.05 2.97 0.05
v 2.07 2.97 0.05
v 2.09 2.97 0.05
v 2.11 2.97 0.05
v 2.13 2.97 0.05
v 2.15 2.97 0.05
v 2.17 2.97 0.05
v 2.19 2.97 0.05
v 2.21 2.97 0.05
v 2.23 2.97 0.05
v 2.25 2.97 0.05
v 2.27 2.97 0.05
v 2.29 2.97 0.05
v 2.31 2.97 0.05
v 2.33 2.97 0.05
v 2.35 2.97 0.05
v 2.37 2.97 0.05
v 2.39 2.97 0.05
v 2.41 2.97 0.05
v 2.43 2.97 0.05
v 2.45 2.97 0.05
v 2.47 2.97 0.05
v 2.49 2.97 0.05
v 2.01 2.99 0.05
v 2.03 2.99 0.05
v 2.05 2.99 0.05
v 2.07 2.99 0.05
v 2.09 2.99 0.05
v 2.11 2.99 0.05
v 2.13 2.99 0.05
v 2.15 2.99 0.05
v 2.17 2.99 0.05
v 2.19 2.99 0.05
v 2.21 2.99 0.05
v 2.23 2.99 0.05
v 2.25 2.99 0.05
v 2.27 2.99 0.05
v 2.29 2.99 0.05
v 2.31 2.99 0.05
v 2.33 2.99 0.05
v 2.35 2.99 0.05
v 2.37 2.99 0.05
v 2.39 2.99 0.05
v 2.41 2.99 0.05
v 2.43 2.99 0.05
v 2.45 2.99 0.05
v 2.47 2.99 0.05
v 2.49 2.99 0.05
v 2.01 3.01 0.05
v 2.03 3.01 0.05
v 2.05 3.01 0.05
v 2.07 3.01 0.05
v 2.09 3.01 0.05
v 2.11 3.01 0.05
v 2.13 3.01 0.05
v 2.15 3.01 0.05
v 2.17 3.01 0.05
v 2.19 3.01 0.05
v 2.21 3.01 0.05
v 2.23 3.01 0.05
v 2.25 3.01 0.05
v 2.27 3.01 0.05
v 2.29 3.01 0.05
v 2.31 3.01 0.05
v 2.33 3.01 0.05
v 2.35 3.01 0.05
v 2.37 3.01 0.05
v 2.39 3.01 0.05
v 2.41 3.01 0.05
v 2.43 3.01 0.05
v 2.45 3.01 0.05
v 2.47 3.01 0.05
v 2.49 3.01 0.05
v 2.01 3.03 0.05
v 2.03 3.03 0.05
v 2.05 3.03 0.05
v 2.07 3.03 0.05
v 2.09 3.03 0.05
v 2.11 3.03 0.05
v 2.13 3.03 0.05
v 2.15 3.03 0.05
v 2.17 3.03 0.05
v 2.19 3.03 0.05
v 2.21 3.03 0.05
v 2.23 3.03 0.05
v 2.25 3.03 0.05
v 2.27 3.03 0.05
v 2.29 3.03 0.05
v 2.31 3.03 0.05
v 2.33 3.03 0.05
v 2.35 3.03 0.05
v 2.37 3.03 0.05
v 2.39 3.03 0.05
v 2.41 3.03 0.05
v 2.43 3.03 0.05
v 2.45 3.03 0.05
v 2.47 3.03 0.05
v 2.49 3.03 0.05
v 2.01 3.05 0.05
v 2.03 3.05 0.05
v 2.05 3.05 0.05
v 2.07 3.05 0.05
v 2.09 3.05 0.05
v 2.11 3.05 0.05
v 2.13 3.05 0.05
v 2.15 3.05 0.05
v 2.17 3.05 0.05
v 2.19 3.05 0.05
v 2.21 3.05 0.05
v 2.23 3.05 0.05
v 2.25 3.05 0.05
v 2.27 3.05 0.05
v 2.29 3.05 0.05
v 2.31 3.05 0.05
v 2.33 3.05 0.05
v 2.35 3.05 0.05
v 2.37 3.05 0.05
v 2.39 3.05 0.05
v 2.41 3.05 0.05
v 2.43 3.05 0.05
v 2.45 3.05 0.05
v 2.47 3.05 0.05
v 2.49 3.05 0.05
v 2.01 3.07 0.05
v 2.03 3.07 0.05
v 2.05 3.07 0.05
v 2.07 3.07 0.05
v 2.09 3.07 0.05
v 2.11 3.07 0.05
v 2.13 3.07 0.05
v 2.15 3.07 0.05
v 2.17 3.07 0.05
v 2.19 3.07 0.05
v 2.21 3.07 0.05
v 2.23 3.07 0.05
v 2.25 3.07 0.05
v 2.27 3.07 0.05
v 2.29 3.07 0.05
v 2.31 3.07 0.05
v 2.33 3.07 0.05
v 2.35 3.07 0.05
v 2.37 3.07 0.05
v 2.39 3.07 0.05
v 2.41 3.07 0.05
v 2.43 3.07 0.05
v 2.45 3.07 0.05
v 2.47 3.07 0.05
v 2.49 3.07 0.05
v 2.01 3.09 0.05
v 2.03 3.09 0.05
v 2.05 3.09 0.05
v 2.07 3.09 0.05
v 2.09 3.09 0.05
v 2.11 3.09 0.05
v 2.13 3.09 0.05
v 2.15 3.09 0.05
v 2.17 3.09 0.05
v 2.19 3.09 0.05
v 2.21 3.09 0.05
v 2.23 3.09 0.05
v 2.25 3.09 0.05
v 2.27 3.09 0.05
v 2.29 3.09 0.05
v 2.31 3.09 0.05
v 2.33 3.09 0.05
v 2.35 3.09 0.05
v 2.37 3.09 0.05
v 2.39 3.09 0.05
v 2.41 3.09 0.05
v 2.43 3.09 0.05
v 2.45 3.09 0.05
v 2.47 3.09 0.05
v 2.49 3.09 0.05
v 2.01 3.11 0.05
v 2.03 3.11 0.05
v 2.05 3.11 0.05
v 2.07 3.11 0.05
v 2.09 3.11 0.05
v 2.11 3.11 0.05
v 2.13 3.11 0.05
v 2.15 3.11 0.05
v 2.17 3.11 0.05
v 2.19 3.11 0.05
v 2.21 3.11 0.05
v 2.23 3.11 0.05
v 2.25 3.11 0.05
v 2.27 3.11 0.05
v 2.29 3.11 0.05
v 2.31 3.11 0.05
v 2.33 3.11 0.05
v 2.35 3.11 0.05
v 2.37 3.11 0.05
v 2.39 3.11 0.05
v 2.41 3.11 0.05
v 2.43 3.11 0.05
v 2.45 3.11 0.05
v 2.47 3.11 0.05
v 2.49 3.11 0.05
v 2.01 3.13 0.05
v 2.03 3.13 0.05
v 2.05 3.13 0.05
v 2.07 3.13 0.05
v 2.09 3.13 0.05
v 2.11 3.13 0.05
v 2.13 3.13 0.05
v 2.15 3.13 0.05
v 2.17 3.13 0.05
v 2.19 3.13 0.05
v 2.21 3.13 0.05
v 2.23 3.13 0.05
v 2.25 3.13 0.05
v 2.27 3.13 0.05
v 2.29 3.13 0.05
v 2.31 3.13 0.05
v 2.33 3.13 0.05
v 2.35 3.13 0.05
v 2.37 3.13 0.05
v 2.39 3.13 0.05
v 2.41 3.13 0.05
v 2.43 3.13 0.05
v 2.45 3.13 0.05
v 2.47 3.13 0.05
v 2.49 3.13 0.05
v 2.01 3.15 0.05
v 2.03 3.15 0.05
v 2.05 3.15 0.05
v 2.07 3.15 0.05
v 2.09 3.15 0.05
v 2.11 3.15 0.05
v 2.13 3.15 0.05
v 2.15 3.15 0.05
v 2.17 3.15 0.05
v 2.19 3.15 0.05
v 2.21 3.15 0.05
v 2.23 3.15 0.05
v 2.25 3.15 0.05
v 2.27 3.15 0.05
v 2.29 3.15 0.05
v 2.31 3.15 0.05
v 2.33 3.15 0.05
v 2.35 3.15 0.05
v 2.37 3.15 0.05
v 2.39 3.15 0.05
v 2.41 3.15 0.05
v 2.43 3.15 0.05
v 2.45 3.15 0.05
v 2.47 3.15 0.05
v 2.49 3.15 0.05
v 2.01 3.17 0.05
v 2.03 3.17 0.05
v 2.05 3.17 0.05
v 2.07 3.17 0.05
v 2.09 3.17 0.05
v 2.11 3.17 0.05
v 2.13 3.17 0.05
v 2.15 3.17 0.05
v 2.17 3.17 0.05
v 2.19 3.17 0.05
v 2.21 3.17 0.05
v 2.23 3.17 0.05
v 2.25 3.17 0.05
v 2.27 3.17 0.05
v 2.29 3.17 0.05
v 2.31 3.17 0.05
v 2.33 3.17 0.05
v 2.35 3.17 0.05
v 2.37 3.17 0.05
v 2.39 3.17 0.05
v 2.41 3.17 0.05
v 2.43 3.17 0.05
v 2.45 3.17 0.05
v 2.47 3.17 0.05
v 2.49 3.17 0.05
v 2.01 3.19 0.05
v 2.03 3.19 0.05
v 2.05 3.19 0.05
v 2.07 3.19 0.05
v 2.09 3.19 0.05
v 2.11 3.19 0.05
v 2.13 3.19 0.05
v 2.15 3.19 0.05
v 2.17 3.19 0.05
v 2.19 3.19 0.05
v 2.21 3.19 0.05
v 2.23 3.19 0.05
v 2.25 3.19 0.05
v 2.27 3.19 0.05
v 2.29 3.19 0.05
v 2.31 3.19 0.05
v 2.33 3.19 0.05
v 2.35 3.19 0.05
v 2.37 3.19 0.05
v 2.39 3.19 0.05
v 2.41 3.19 0.05
v 2.43 3.19 0.05
v 2.45 3.19 0.05
v 2.47 3.19 0.05
v 2.49 3.19 0.05
v 2.01 3.21 0.05
v 2.03 3.21 0.05
v 2.05 3.21 0.05
v 2.07 3.21 0.05
v 2.09 3.21 0.05
v 2.11 3.21 0.05
v 2.13 3.21 0.05
v 2.15 3.21 0.05
v 2.17 3.21 0.05
v 2.19 3.21 0.05
v 2.21 3.21 0.05
v 2.23 3.21 0.05
v 2.25 3.21 0.05
v 2.27 3.21 0.05
v 2.29 3.21 0.05
v 2.31 3.21 0.05
v 2.33 3.21 0.05
v 2.35 3.21 0.05
v 2.37 3.21 0.05
v 2.39 3.21 0.05
v 2.41 3.21 0.05
v 2.43 3.21 0.05
v 2.45 3.21 0.05
v 2.47 3.21 0.05
v 2.49 3.21 0.05
v 2.01 3.23 0.05
v 2.03 3.23 0.05
v 2.05 3.23 0.05
v 2.07 3.23 0.05
v 2.09 3.23 0.05
v 2.11 3.23 0.05
v 2.13 3.23 0.05
v 2.15 3.23 0.05
v 2.17 3.23 0.05
v 2.19 3.23 0.05
v 2.21 3.23 0.05
v 2.23 3.23 0.05
v 2.25 3.23 0.05
v 2.27 3.23 0.05
v 2.29 3.23 0.05
v 2.31 3.23 0.05
v 2.33 3.23 0.05
v 2.35 3.23 0.05
v 2.37 3.23 0.05
v 2.39 3.23 0.05
v 2.41 3.23 0.05
v 2.43 3.23 0.05
v 2.45 3.23 0.05
v 2.47 3.23 0.05
v 2.49 3.23 0.05
v 2.01 3.25 0.05
v 2.03 3.25 0.05
v 2.05 3.25 0.05
v 2.07 3.25 0.05
v 2.09 3.25 0.05
v 2.11 3.25 0.05
v 2.13 3.25 0.05
v 2.15 3.25 0.05
v 2.17 3.25 0.05
v 2.19 3.25 0.05
v 2.21 3.25 0.05
v 2.23 3.25 0.05
v 2.25 3.25 0.05
v 2.27 3.25 0.05
v 2.29 3.25 0.05
v 2.31 3.25 0.05
v 2.33 3.25 0.05
v 2.35 3.25 0.05
v 2.37 3.25 0.05
v 2.39 3.25 0.05
v 2.41 3.25 0.05
v 2.43 3.25 0.05
v 2.45 3.25 0.05
v 2.47 3.25 0.05
v 2.49 3.25 0.05
v 2.01 3.27 0.05
v 2.03 3.27 0.05
v 2.05 3.27 0.05
v 2.07 3.27 0.05
v 2.09 3.27 0.05
v 2.11 3.27 0.05
v 2.13 3.27 0.05
v 2.15 3.27 0.05
v 2.17 3.27 0.05
v 2.19 3.27 0.05
v 2.21 3.27 0.05
v 2.23 3.27 0.05
v 2.25 3.27 0.05
v 2.27 3.27 0.05
v 2.29 3.27 0.05
v 2.31 3.27 0.05
v 2.33 3.27 0.05
v 2.35 3.27 0.05
v 2.37 3.27 0.05
v 2.39 3.27 0.05
v 2.41 3.27 0.05
v 2.43 3.27 0.05
v 2.45 3.27 0.05
v 2.47 3.27 0.05
v 2.49 3.27 0.05
v 2.01 3.29 0.05
v 2.03 3.29 0.05
v 2.05 3.29 0.05
v 2.07 3.29 0.05
v 2.09 3.29 0.05
v 2.11 3.29 0.05
v 2.13 3.29 0.05
v 2.15 3.29 0.05
v 2.17 3.29 0.05
v 2.19 3.29 0.05
v 2.21 3.29 0.05
v 2.23 3.29 0.05
v 2.25 3.29 0.05
v 2.27 3.29 0.05
v 2.29 3.29 0.05
v 2.31 3.29 0.05
v 2.33 3.29 0.05
v 2.35 3.29 0.05
v 2.37 3.29 0.05
v 2.39 3.29 0.05
v 2.41 3.29 0.05
v 2.43 3.29 0.05
v 2.45 3.29 0.05
v 2.47 3.29 0.05
v 2.49 3.29 0.05
v 2.01 3.31 0.05
v 2.03 3.31 0.05
v 2.05 3.31 0.05
v 2.07 3.31 0.05
v 2.09 3.31 0.05
v 2.11 3.31 0.05
v 2.13 3.31 0.05
v 2.15 3.31 0.05
v 2.17 3.31 0.05
v 2.19 3.31 0.05
v 2.21 3.31 0.05
v 2.23 3.31 0.05
v 2.25 3.31 0.05
v 2.27 3.31 0.05
v 2.29 3.31 0.05
v 2.31 3.31 0.05
v 2.33 3.31 0.05
v 2.35 3.31 0.05
v 2.37 3.31 0.05
v 2.39 3.31 0.05
v 2.41 3.31 0.05
v 2.43 3.31 0.05
v 2.45 3.31 0.05
v 2.47 3.31 0.05
v 2.49 3.31 0.05
v 2.01 3.33 0.05
v 2.03 3.33 0.05
v 2.05 3.33 0.05
v 2.07 3.33 0.05
v 2.09 3.33 0.05
v 2.11 3.33 0.05
v 2.13 3.33 0.05
v 2.15 3.33 0.05
v 2.17 3.33 0.05
v 2.19 3.33 0.05
v 2.21 3.33 0.05
v 2.23 3.33 0.05
v 2.25 3.33 0.05
v 2.27 3.33 0.05
v 2.29 3.33 0.05
v 2.31 3.33 0.05
v 2.33 3.33 0.05
v 2.35 3.33 0.05
v 2.37 3.33 0.05
v 2.39 3.33 0.05
v 2.41 3.33 0.05
v 2.43 3.33 0.05
v 2.45 3.33 0.05
v 2.47 3.33 0.05
v 2.49 3.33 0.05
v 2.01 3.35 0.05
v 2.03 3.35 0.05
v 2.05 3.35 0.05
v 2.07 3.35 0.05
v 2.09 3.35 0.05
v 2.11 3.35 0.05
v 2.13 3.35 0.05
v 2.15 3.35 0.05
v 2.17 3.35 0.05
v 2.19 3.35 0.05
v 2.21 3.35 0.05
v 2.23 3.35 0.05
v 2.25 3.35 0.05
v 2.27 3.35 0.05
v 2.29 3.35 0.05
v 2.31 3.35 0.05
v 2.33 3.35 0.05
v 2.35 3.35 0.05
v 2.37 3.35 0.05
v 2.39 3.35 0.05
v 2.41 3.35 0.05
v 2.43 3.35 0.05
v 2.45 3.35 0.05
v 2.47 3.35 0.05
v 2.49 3.35 0.05
v 2.01 3.37 0.05
v 2.03 3.37 0.05
v 2.05 3.37 0.05
v 2.07 3.37 0.05
v 2.09 3.37 0.05
v 2.11 3.37 0.05
v 2.13 3.37 0.05
v 2.15 3.37 0.05
v 2.17 3.37 0.05
v 2.19 3.37 0.05
v 2.21 3.37 0.05
v 2.23 3.37 0.05
v 2.25 3.37 0.05
v 2.27 3.37 0.05
v 2.29 3.37 0.05
v 2.31 3.37 0.05
v 2.33 3.37 0.05
v 2.35 3.37 0.05
v 2.37 3.37 0.05
v 2.39 3.37 0.05
v 2.41 3.37 0.05
v 2.43 3.37 0.05
v 2.45 3.37 0.05
v 2.47 3.37 0.05
v 2.49 3.37 0.05
v 2.01 3.39 0.05
v 2.03 3.39 0.05
v 2.05 3.39 0.05
v 2.07 3.39 0.05
v 2.09 3.39 0.05
v 2.11 3.39 0.05
v 2.13 3.39 0.05
v 2.15 3.39 0.05
v 2.17 3.39 0.05
v 2.19 3.39 0.05
v 2.21 3.39 0.05
v 2.23 3.39 0.05
v 2.25 3.39 0.05
v 2.27 3.39 0.05
v 2.29 3.39 0.05
v 2.31 3.39 0.05
v 2.33 3.39 0.05
v 2.35 3.39 0.05
v 2.37 3.39 0.05
v 2.39 3.39 0.05
v 2.41 3.39 0.05
v 2.43 3.39 0.05
v 2.45 3.39 0.05
v 2.47 3.39 0.05
v 2.49 3.39 0.05
v 2.01 3.41 0.05
v 2.03 3.41 0.05
v 2.05 3.41 0.05
v 2.07 3.41 0.05
v 2.09 3.41 0.05
v 2.11 3.41 0.05
v 2.13 3.41 0.05
v 2.15 3.41 0.05
v 2.17 3.41 0.05
v 2.19 3.41 0.05
v 2.21 3.41 0.05
v 2.23 3.41 0.05
v 2.25 3.41 0.05
v 2.27 3.41 0.05
v 2.29 3.41 0.05
v 2.31 3.41 0.05
v 2.33 3.41 0.05
v 2.35 3.41 0.05
v 2.37 3.41 0.05
v 2.39 3.41 0.05
v 2.41 3.41 0.05
v 2.43 3.41 0.05
v 2.45 3.41 0.05
v 2.47 3.41 0.05
v 2.49 3.41 0.05
v 2.01 3.43 0.05
v 2.03 3.43 0.05
v 2.05 3.43 0.05
v 2.07 3.43 0.05
v 2.09 3.43 0.05
v 2.11 3.43 0.05
v 2.13 3.43 0.05
v 2.15 3.43 0.05
v 2.17 3.43 0.05
v 2.19 3.43 0.05
v 2.21 3.43 0.05
v 2.23 3.43 0.05
v 2.25 3.43 0.05
v 2.27 3.43 0.05
v 2.29 3.43 0.05
v 2.31 3.43 0.05
v 2.33 3.43 0.05
v 2.35 3.43 0.05
v 2.37 3.43 0.05
v 2.39 3.43 0.05
v 2.41 3.43 0.05
v 2.43 3.43 0.05
v 2.45 3.43 0.05
v 2.47 3.43 0.05
v 2.49 3.43 0.05
v 2.01 3.45 0.05
v 2.03 3.45 0.05
v 2.05 3.45 0.05
v 2.07 3.45 0.05
v 2.09 3.45 0.05
v 2.11 3.45 0.05
v 2.13 3.45 0.05
v 2.15 3.45 0.05
v 2.17 3.45 0.05
v 2.19 3.45 0.05
v 2.21 3.45 0.05
v 2.23 3.45 0.05
v 2.25 3.45 0.05
v 2.27 3.45 0.05
v 2.29 3.45 0.05
v 2.31 3.45 0.05
v 2.33 3.45 0.05
v 2.35 3.45 0.05
v 2.37 3.45 0.05
v 2.39 3.45 0.05
v 2.41 3.45 0.05
v 2.43 3.45 0.05
v 2.45 3.45 0.05
v 2.47 3.45 0.05
v 2.49 3.45 0.05
v 2.01 3.47 0.05
v 2.03 3.47 0.05
v 2.05 3.47 0.05
v 2.07 3.47 0.05
v 2.09 3.47 0.05
v 2.11 3.47 0.05
v 2.13 3.47 0.05
v 2.15 3.47 0.05
v 2.17 3.47 0.05
v 2.19 3.47 0.05
v 2.21 3.47 0.05
v 2.23 3.47 0.05
v 2.25 3.47 0.05
v 2.27 3.47 0.05
v 2.29 3.47 0.05
v 2.31 3.47 0.05
v 2.33 3.47 0.05
v 2.35 3.47 0.05
v 2.37 3.47 0.05
v 2.39 3.47 0.05
v 2.41 3.47 0.05
v 2.43 3.47 0.05
v 2.45 3.47 0.05
v 2.47 3.47 0.05
v 2.49 3.47 0.05
v 2.01 3.49 0.05
v 2.03 3.49 0.05
v 2.05 3.49 0.05
v 2.07 3.49 0.05
v 2.09 3.49 0.05
v 2.11 3.49 0.05
v 2.13 3.49 0.05
v 2.15 3.49 0.05
v 2.17 3.49 0.05
v 2.19 3.49 0.05
v 2.21 3.49 0.05
v 2.23 3.49 0.05
v 2.25 3.49 0.05
v 2.27 3.49 0.05
v 2.29 3.49 0.05
v 2.31 3.49 0.05
v 2.33 3.49 0.05
v 2.35 3.49 0.05
v 2.37 3.49 0.05
v 2.39 3.49 0.05
v 2.41 3.49 0.05
v 2.43 3.49 0.05
v 2.45 3.49 0.05
v 2.47 3.49 0.05
v 2.49 3.49 0.05
v 2.01 3.51 0.05
v 2.03 3.51 0.05
v 2.05 3.51 0.05
v 2.07 3.51 0.05
v 2.09 3.51 0.05
v 2.11 3.51 0.05
v 2.13 3.51 0.05
v 2.15 3.51 0.05
v 2.17 3.51 0.05
v 2.19 3.51 0.05
v 2.21 3.51 0.05
v 2.23 3.51 0.05
v 2.25 3.51 0.05
v 2.27 3.51 0.05
v 2.29 3.51 0.05
v 2.31 3.51 0.05
v 2.33 3.51 0.05
v 2.35 3.51 0.05
v 2.37 3.51 0.05
v 2.39 3.51 0.05
v 2.41 3.51 0.05
v 2.43 3.51 0.05
v 2.45 3.51 0.05
v 2.47 3.51 0.05
v 2.49 3.51 0.05
v 2.01 3.53 0.05
v 2.03 3.53 0.05
v 2.05 3.53 0.05
v 2.07 3.53 0.05
v 2.09 3.53 0.05
v 2.11 3.53 0.05
v 2.13 3.53 0.05
v 2.15 3.53 0.05
v 2.17 3.53 0.05
v 2.19 3.53 0.05
v 2.21 3.53 0.05
v 2.23 3.53 0.05
v 2.25 3.53 0.05
v 2.27 3.53 0.05
v 2.29 3.53 0.05
v 2.31 3.53 0.05
v 2.33 3.53 0.05
v 2.35 3.53 0.05
v 2.37 3.53 0.05
v 2.39 3.53 0.05
v 2.41 3.53 0.05
v 2.43 3.53 0.05
v 2.45 3.53 0.05
v 2.47 3.53 0.05
v 2.49 3.53 0.05
v 2.01 3.55 0.05
v 2.03 3.55 0.05
v 2.05 3.55 0.05
v 2.07 3.55 0.05
v 2.09 3.55 0.05
v 2.11 3.55 0.05
v 2.13 3.55 0.05
v 2.15 3.55 0.05
v 2.17 3.55 0.05
v 2.19 3.55 0.05
v 2.21 3.55 0.05
v 2.23 3.55 0.05
v 2.25 3.55 0.05
v 2.27 3.55 0.05
v 2.29 3.55 0.05
v 2.31 3.55 0.05
v 2.33 3.55 0.05
v 2.35 3.55 0.05
v 2.37 3.55 0.05
v 2.39 3.55 0.05
v 2.41 3.55 0.05
v 2.43 3.55 0.05
v 2.45 3.55 0.05
v 2.47 3.55 0.05
v 2.49 3.55 0.05
v 2.01 3.57 0.05
v 2.03 3.57 0.05
v 2.05 3.57 0.05
v 2.07 3.57 0.05
v 2.09 3.57 0.05
v 2.11 3.57 0.05
v 2.13 3.57 0.05
v 2.15 3.57 0.05
v 2.17 3.57 0.05
v 2.19 3.57 0.05
v 2.21 3.57 0.05
v 2.23 3.57 0.05
v 2.25 3.57 0.05
v 2.27 3.57 0.05
v 2.29 3.57 0.05
v 2.31 3.57 0.05
v 2.33 3.57 0.05
v 2.35 3.57 0.05
v 2.37 3.57 0.05
v 2.39 3.57 0.05
v 2.41 3.57 0.05
v 2.43 3.57 0.05
v 2.45 3.57 0.05
v 2.47 3.57 0.05
v 2.49 3.57 0.05
v 2.01 3.59 0.05
v 2.03 3.59 0.05
v 2.05 3.59 0.05
v 2.07 3.59 0.05
v 2.09 3.59 0.05
v 2.11 3.59 0.05
v 2.13 3.59 0.05
v 2.15 3.59 0.05
v 2.17 3.59 0.05
v 2.19 3.59 0.05
v 2.21 3.59 0.05
v 2.23 3.59 0.05
v 2.25 3.59 0.05
v 2.27 3.59 0.05
v 2.29 3.59 0.05
v 2.31 3.59 0.05
v 2.33 3.59 0.05
v 2.35 3.59 0.05
v 2.37 3.59 0.05
v 2.39 3.59 0.05
v 2.41 3.59 0.05
v 2.43 3.59 0.05
v 2.45 3.59 0.05
v 2.47 3.59 0.05
v 2.49 3.59 0.05
v 2.01 3.61 0.05
v 2.03 3.61 0.05
v 2.05 3.61 0.05
v 2.07 3.61 0.05
v 2.09 3.61 0.05
v 2.11 3.61 0.05
v 2.13 3.61 0.05
v 2.15 3.61 0.05
v 2.17 3.61 0.05
v 2.19 3.61 0.05
v 2.21 3.61 0.05
v 2.23 3.61 0.05
