v ccx ccy ccz
v 2.25 3.61 0.05
v 2.27 3.61 0.05
v 2.29 3.61 0.05
v 2.31 3.61 0.05
v 2.33 3.61 0.05
v 2.35 3.61 0.05
v 2.37 3.61 0.05
v 2.39 3.61 0.05
v 2.41 3.61 0.05
v 2.43 3.61 0.05
v 2.45 3.61 0.05
v 2.47 3.61 0.05
v 2.49 3.61 0.05
v 2.01 3.63 0.05
v 2.03 3.63 0.05
v 2.05 3.63 0.05
v 2.07 3.63 0.05
v 2.09 3.63 0.05
v 2.11 3.63 0.05
v 2.13 3.63 0.05
v 2.15 3.63 0.05
v 2.17 3.63 0.05
v 2.19 3.63 0.05
v 2.21 3.63 0.05
v 2.23 3.63 0.05
v 2.25 3.63 0.05
v 2.27 3.63 0.05
v 2.29 3.63 0.05
v 2.31 3.63 0.05
v 2.33 3.63 0.05
v 2.35 3.63 0.05
v 2.37 3.63 0.05
v 2.39 3.63 0.05
v 2.41 3.63 0.05
v 2.43 3.63 0.05
v 2.45 3.63 0.05
v 2.47 3.63 0.05
v 2.49 3.63 0.05
v 2.01 3.65 0.05
v 2.03 3.65 0.05
v 2.05 3.65 0.05
v 2.07 3.65 0.05
v 2.09 3.65 0.05
v 2.11 3.65 0.05
v 2.13 3.65 0.05
v 2.15 3.65 0.05
v 2.17 3.65 0.05
v 2.19 3.65 0.05
v 2.21 3.65 0.05
v 2.23 3.65 0.05
v 2.25 3.65 0.05
v 2.27 3.65 0.05
v 2.29 3.65 0.05
v 2.31 3.65 0.05
v 2.33 3.65 0.05
v 2.35 3.65 0.05
v 2.37 3.65 0.05
v 2.39 3.65 0.05
v 2.41 3.65 0.05
v 2.43 3.65 0.05
v 2.45 3.65 0.05
v 2.47 3.65 0.05
v 2.49 3.65 0.05
v 2.01 3.67 0.05
v 2.03 3.67 0.05
v 2.05 3.67 0.05
v 2.07 3.67 0.05
v 2.09 3.67 0.05
v 2.11 3.67 0.05
v 2.13 3.67 0.05
v 2.15 3.67 0.05
v 2.17 3.67 0.05
v 2.19 3.67 0.05
v 2.21 3.67 0.05
v 2.23 3.67 0.05
v 2.25 3.67 0.05
v 2.27 3.67 0.05
v 2.29 3.67 0.05
v 2.31 3.67 0.05
v 2.33 3.67 0.05
v 2.35 3.67 0.05
v 2.37 3.67 0.05
v 2.39 3.67 0.05
v 2.41 3.67 0.05
v 2.43 3.67 0.05
v 2.45 3.67 0.05
v 2.47 3.67 0.05
v 2.49 3.67 0.05
v 2.01 3.69 0.05
v 2.03 3.69 0.05
v 2.05 3.69 0.05
v 2.07 3.69 0.05
v 2.09 3.69 0.05
v 2.11 3.69 0.05
v 2.13 3.69 0.05
v 2.15 3.69 0.05
v 2.17 3.69 0.05
v 2.19 3.69 0.05
v 2.21 3.69 0.05
v 2.23 3.69 0.05
v 2.25 3.69 0.05
v 2.27 3.69 0.05
v 2.29 3.69 0.05
v 2.31 3.69 0.05
v 2.33 3.69 0.05
v 2.35 3.69 0.05
v 2.37 3.69 0.05
v 2.39 3.69 0.05
v 2.41 3.69 0.05
v 2.43 3.69 0.05
v 2.45 3.69 0.05
v 2.47 3.69 0.05
v 2.49 3.69 0.05
v 2.01 3.71 0.05
v 2.03 3.71 0.05
v 2.05 3.71 0.05
v 2.07 3.71 0.05
v 2.09 3.71 0.05
v 2.11 3.71 0.05
v 2.13 3.71 0.05
v 2.15 3.71 0.05
v 2.17 3.71 0.05
v 2.19 3.71 0.05
v 2.21 3.71 0.05
v 2.23 3.71 0.05
v 2.25 3.71 0.05
v 2.27 3.71 0.05
v 2.29 3.71 0.05
v 2.31 3.71 0.05
v 2.33 3.71 0.05
v 2.35 3.71 0.05
v 2.37 3.71 0.05
v 2.39 3.71 0.05
v 2.41 3.71 0.05
v 2.43 3.71 0.05
v 2.45 3.71 0.05
v 2.47 3.71 0.05
v 2.49 3.71 0.05
v 2.01 3.73 0.05
v 2.03 3.73 0.05
v 2.05 3.73 0.05
v 2.07 3.73 0.05
v 2.09 3.73 0.05
v 2.11 3.73 0.05
v 2.13 3.73 0.05
v 2.15 3.73 0.05
v 2.17 3.73 0.05
v 2.19 3.73 0.05
v 2.21 3.73 0.05
v 2.23 3.73 0.05
v 2.25 3.73 0.05
v 2.27 3.73 0.05
v 2.29 3.73 0.05
v 2.31 3.73 0.05
v 2.33 3.73 0.05
v 2.35 3.73 0.05
v 2.37 3.73 0.05
v 2.39 3.73 0.05
v 2.41 3.73 0.05
v 2.43 3.73 0.05
v 2.45 3.73 0.05
v 2.47 3.73 0.05
v 2.49 3.73 0.05
v 2.01 3.75 0.05
v 2.03 3.75 0.05
v 2.05 3.75 0.05
v 2.07 3.75 0.05
v 2.09 3.75 0.05
v 2.11 3.75 0.05
v 2.13 3.75 0.05
v 2.15 3.75 0.05
v 2.17 3.75 0.05
v 2.19 3.75 0.05
v 2.21 3.75 0.05
v 2.23 3.75 0.05
v 2.25 3.75 0.05
v 2.27 3.75 0.05
v 2.29 3.75 0.05
v 2.31 3.75 0.05
v 2.33 3.75 0.05
v 2.35 3.75 0.05
v 2.37 3.75 0.05
v 2.39 3.75 0.05
v 2.41 3.75 0.05
v 2.43 3.75 0.05
v 2.45 3.75 0.05
v 2.47 3.75 0.05
v 2.49 3.75 0.05
v 2.01 3.77 0.05
v 2.03 3.77 0.05
v 2.05 3.77 0.05
v 2.07 3.77 0.05
v 2.09 3.77 0.05
v 2.11 3.77 0.05
v 2.13 3.77 0.05
v 2.15 3.77 0.05
v 2.17 3.77 0.05
v 2.19 3.77 0.05
v 2.21 3.77 0.05
v 2.23 3.77 0.05
v 2.25 3.77 0.05
v 2.27 3.77 0.05
v 2.29 3.77 0.05
v 2.31 3.77 0.05
v 2.33 3.77 0.05
v 2.35 3.77 0.05
v 2.37 3.77 0.05
v 2.39 3.77 0.05
v 2.41 3.77 0.05
v 2.43 3.77 0.05
v 2.45 3.77 0.05
v 2.47 3.77 0.05
v 2.49 3.77 0.05
v 2.01 3.79 0.05
v 2.03 3.79 0.05
v 2.05 3.79 0.05
v 2.07 3.79 0.05
v 2.09 3.79 0.05
v 2.11 3.79 0.05
v 2.13 3.79 0.05
v 2.15 3.79 0.05
v 2.17 3.79 0.05
v 2.19 3.79 0.05
v 2.21 3.79 0.05
v 2.23 3.79 0.05
v 2.25 3.79 0.05
v 2.27 3.79 0.05
v 2.29 3.79 0.05
v 2.31 3.79 0.05
v 2.33 3.79 0.05
v 2.35 3.79 0.05
v 2.37 3.79 0.05
v 2.39 3.79 0.05
v 2.41 3.79 0.05
v 2.43 3.79 0.05
v 2.45 3.79 0.05
v 2.47 3.79 0.05
v 2.49 3.79 0.05
v 2.01 3.81 0.05
v 2.03 3.81 0.05
v 2.05 3.81 0.05
v 2.07 3.81 0.05
v 2.09 3.81 0.05
v 2.11 3.81 0.05
v 2.13 3.81 0.05
v 2.15 3.81 0.05
v 2.17 3.81 0.05
v 2.19 3.81 0.05
v 2.21 3.81 0.05
v 2.23 3.81 0.05
v 2.25 3.81 0.05
v 2.27 3.81 0.05
v 2.29 3.81 0.05
v 2.31 3.81 0.05
v 2.33 3.81 0.05
v 2.35 3.81 0.05
v 2.37 3.81 0.05
v 2.39 3.81 0.05
v 2.41 3.81 0.05
v 2.43 3.81 0.05
v 2.45 3.81 0.05
v 2.47 3.81 0.05
v 2.49 3.81 0.05
v 2.01 3.83 0.05
v 2.03 3.83 0.05
v 2.05 3.83 0.05
v 2.07 3.83 0.05
v 2.09 3.83 0.05
v 2.11 3.83 0.05
v 2.13 3.83 0.05
v 2.15 3.83 0.05
v 2.17 3.83 0.05
v 2.19 3.83 0.05
v 2.21 3.83 0.05
v 2.23 3.83 0.05
v 2.25 3.83 0.05
v 2.27 3.83 0.05
v 2.29 3.83 0.05
v 2.31 3.83 0.05
v 2.33 3.83 0.05
v 2.35 3.83 0.05
v 2.37 3.83 0.05
v 2.39 3.83 0.05
v 2.41 3.83 0.05
v 2.43 3.83 0.05
v 2.45 3.83 0.05
v 2.47 3.83 0.05
v 2.49 3.83 0.05
v 2.01 3.85 0.05
v 2.03 3.85 0.05
v 2.05 3.85 0.05
v 2.07 3.85 0.05
v 2.09 3.85 0.05
v 2.11 3.85 0.05
v 2.13 3.85 0.05
v 2.15 3.85 0.05
v 2.17 3.85 0.05
v 2.19 3.85 0.05
v 2.21 3.85 0.05
v 2.23 3.85 0.05
v 2.25 3.85 0.05
v 2.27 3.85 0.05
v 2.29 3.85 0.05
v 2.31 3.85 0.05
v 2.33 3.85 0.05
v 2.35 3.85 0.05
v 2.37 3.85 0.05
v 2.39 3.85 0.05
v 2.41 3.85 0.05
v 2.43 3.85 0.05
v 2.45 3.85 0.05
v 2.47 3.85 0.05
v 2.49 3.85 0.05
v 2.01 3.87 0.05
v 2.03 3.87 0.05
v 2.05 3.87 0.05
v 2.07 3.87 0.05
v 2.09 3.87 0.05
v 2.11 3.87 0.05
v 2.13 3.87 0.05
v 2.15 3.87 0.05
v 2.17 3.87 0.05
v 2.19 3.87 0.05
v 2.21 3.87 0.05
v 2.23 3.87 0.05
v 2.25 3.87 0.05
v 2.27 3.87 0.05
v 2.29 3.87 0.05
v 2.31 3.87 0.05
v 2.33 3.87 0.05
v 2.35 3.87 0.05
v 2.37 3.87 0.05
v 2.39 3.87 0.05
v 2.41 3.87 0.05
v 2.43 3.87 0.05
v 2.45 3.87 0.05
v 2.47 3.87 0.05
v 2.49 3.87 0.05
v 2.01 3.89 0.05
v 2.03 3.89 0.05
v 2.05 3.89 0.05
v 2.07 3.89 0.05
v 2.09 3.89 0.05
v 2.11 3.89 0.05
v 2.13 3.89 0.05
v 2.15 3.89 0.05
v 2.17 3.89 0.05
v 2.19 3.89 0.05
v 2.21 3.89 0.05
v 2.23 3.89 0.05
v 2.25 3.89 0.05
v 2.27 3.89 0.05
v 2.29 3.89 0.05
v 2.31 3.89 0.05
v 2.33 3.89 0.05
v 2.35 3.89 0.05
v 2.37 3.89 0.05
v 2.39 3.89 0.05
v 2.41 3.89 0.05
v 2.43 3.89 0.05
v 2.45 3.89 0.05
v 2.47 3.89 0.05
v 2.49 3.89 0.05
v 2.01 3.91 0.05
v 2.03 3.91 0.05
v 2.05 3.91 0.05
v 2.07 3.91 0.05
v 2.09 3.91 0.05
v 2.11 3.91 0.05
v 2.13 3.91 0.05
v 2.15 3.91 0.05
v 2.17 3.91 0.05
v 2.19 3.91 0.05
v 2.21 3.91 0.05
v 2.23 3.91 0.05
v 2.25 3.91 0.05
v 2.27 3.91 0.05
v 2.29 3.91 0.05
v 2.31 3.91 0.05
v 2.33 3.91 0.05
v 2.35 3.91 0.05
v 2.37 3.91 0.05
v 2.39 3.91 0.05
v 2.41 3.91 0.05
v 2.43 3.91 0.05
v 2.45 3.91 0.05
v 2.47 3.91 0.05
v 2.49 3.91 0.05
v 2.01 3.93 0.05
v 2.03 3.93 0.05
v 2.05 3.93 0.05
v 2.07 3.93 0.05
v 2.09 3.93 0.05
v 2.11 3.93 0.05
v 2.13 3.93 0.05
v 2.15 3.93 0.05
v 2.17 3.93 0.05
v 2.19 3.93 0.05
v 2.21 3.93 0.05
v 2.23 3.93 0.05
v 2.25 3.93 0.05
v 2.27 3.93 0.05
v 2.29 3.93 0.05
v 2.31 3.93 0.05
v 2.33 3.93 0.05
v 2.35 3.93 0.05
v 2.37 3.93 0.05
v 2.39 3.93 0.05
v 2.41 3.93 0.05
v 2.43 3.93 0.05
v 2.45 3.93 0.05
v 2.47 3.93 0.05
v 2.49 3.93 0.05
v 2.01 3.95 0.05
v 2.03 3.95 0.05
v 2.05 3.95 0.05
v 2.07 3.95 0.05
v 2.09 3.95 0.05
v 2.11 3.95 0.05
v 2.13 3.95 0.05
v 2.15 3.95 0.05
v 2.17 3.95 0.05
v 2.19 3.95 0.05
v 2.21 3.95 0.05
v 2.23 3.95 0.05
v 2.25 3.95 0.05
v 2.27 3.95 0.05
v 2.29 3.95 0.05
v 2.31 3.95 0.05
v 2.33 3.95 0.05
v 2.35 3.95 0.05
v 2.37 3.95 0.05
v 2.39 3.95 0.05
v 2.41 3.95 0.05
v 2.43 3.95 0.05
v 2.45 3.95 0.05
v 2.47 3.95 0.05
v 2.49 3.95 0.05
v 2.01 3.97 0.05
v 2.03 3.97 0.05
v 2.05 3.97 0.05
v 2.07 3.97 0.05
v 2.09 3.97 0.05
v 2.11 3.97 0.05
v 2.13 3.97 0.05
v 2.15 3.97 0.05
v 2.17 3.97 0.05
v 2.19 3.97 0.05
v 2.21 3.97 0.05
v 2.23 3.97 0.05
v 2.25 3.97 0.05
v 2.27 3.97 0.05
v 2.29 3.97 0.05
v 2.31 3.97 0.05
v 2.33 3.97 0.05
v 2.35 3.97 0.05
v 2.37 3.97 0.05
v 2.39 3.97 0.05
v 2.41 3.97 0.05
v 2.43 3.97 0.05
v 2.45 3.97 0.05
v 2.47 3.97 0.05
v 2.49 3.97 0.05
v 2.01 3.99 0.05
v 2.03 3.99 0.05
v 2.05 3.99 0.05
v 2.07 3.99 0.05
v 2.09 3.99 0.05
v 2.11 3.99 0.05
v 2.13 3.99 0.05
v 2.15 3.99 0.05
v 2.17 3.99 0.05
v 2.19 3.99 0.05
v 2.21 3.99 0.05
v 2.23 3.99 0.05
v 2.25 3.99 0.05
v 2.27 3.99 0.05
v 2.29 3.99 0.05
v 2.31 3.99 0.05
v 2.33 3.99 0.05
v 2.35 3.99 0.05
v 2.37 3.99 0.05
v 2.39 3.99 0.05
v 2.41 3.99 0.05
v 2.43 3.99 0.05
v 2.45 3.99 0.05
v 2.47 3.99 0.05
v 2.49 3.99 0.05
v 2.51 1.01 0.05
v 2.53 1.01 0.05
v 2.55 1.01 0.05
v 2.57 1.01 0.05
v 2.59 1.01 0.05
v 2.61 1.01 0.05
v 2.63 1.01 0.05
v 2.65 1.01 0.05
v 2.67 1.01 0.05
v 2.69 1.01 0.05
v 2.71 1.01 0.05
v 2.73 1.01 0.05
v 2.75 1.01 0.05
v 2.77 1.01 0.05
v 2.79 1.01 0.05
v 2.81 1.01 0.05
v 2.83 1.01 0.05
v 2.85 1.01 0.05
v 2.87 1.01 0.05
v 2.89 1.01 0.05
v 2.91 1.01 0.05
v 2.93 1.01 0.05
v 2.95 1.01 0.05
v 2.97 1.01 0.05
v 2.99 1.01 0.05
v 3.01 1.01 0.05
v 3.03 1.01 0.05
v 3.05 1.01 0.05
v 3.07 1.01 0.05
v 3.09 1.01 0.05
v 3.11 1.01 0.05
v 3.13 1.01 0.05
v 3.15 1.01 0.05
v 3.17 1.01 0.05
v 3.19 1.01 0.05
v 3.21 1.01 0.05
v 3.23 1.01 0.05
v 3.25 1.01 0.05
v 3.27 1.01 0.05
v 3.29 1.01 0.05
v 3.31 1.01 0.05
v 3.33 1.01 0.05
v 3.35 1.01 0.05
v 3.37 1.01 0.05
v 3.39 1.01 0.05
v 3.41 1.01 0.05
v 3.43 1.01 0.05
v 3.45 1.01 0.05
v 3.47 1.01 0.05
v 3.49 1.01 0.05
v 3.51 1.01 0.05
v 3.53 1.01 0.05
v 3.55 1.01 0.05
v 3.57 1.01 0.05
v 3.59 1.01 0.05
v 3.61 1.01 0.05
v 3.63 1.01 0.05
v 3.65 1.01 0.05
v 3.67 1.01 0.05
v 3.69 1.01 0.05
v 3.71 1.01 0.05
v 3.73 1.01 0.05
v 3.75 1.01 0.05
v 3.77 1.01 0.05
v 3.79 1.01 0.05
v 3.81 1.01 0.05
v 3.83 1.01 0.05
v 3.85 1.01 0.05
v 3.87 1.01 0.05
v 3.89 1.01 0.05
v 3.91 1.01 0.05
v 3.93 1.01 0.05
v 3.95 1.01 0.05
v 3.97 1.01 0.05
v 3.99 1.01 0.05
v 4.01 1.01 0.05
v 4.03 1.01 0.05
v 4.05 1.01 0.05
v 4.07 1.01 0.05
v 4.09 1.01 0.05
v 4.11 1.01 0.05
v 4.13 1.01 0.05
v 4.15 1.01 0.05
v 4.17 1.01 0.05
v 4.19 1.01 0.05
v 4.21 1.01 0.05
v 4.23 1.01 0.05
v 4.25 1.01 0.05
v 4.27 1.01 0.05
v 4.29 1.01 0.05
v 4.31 1.01 0.05
v 4.33 1.01 0.05
v 4.35 1.01 0.05
v 4.37 1.01 0.05
v 4.39 1.01 0.05
v 4.41 1.01 0.05
v 4.43 1.01 0.05
v 4.45 1.01 0.05
v 4.47 1.01 0.05
v 4.49 1.01 0.05
v 2.51 1.03 0.05
v 2.53 1.03 0.05
v 2.55 1.03 0.05
v 2.57 1.03 0.05
v 2.59 1.03 0.05
v 2.61 1.03 0.05
v 2.63 1.03 0.05
v 2.65 1.03 0.05
v 2.67 1.03 0.05
v 2.69 1.03 0.05
v 2.71 1.03 0.05
v 2.73 1.03 0.05
v 2.75 1.03 0.05
v 2.77 1.03 0.05
v 2.79 1.03 0.05
v 2.81 1.03 0.05
v 2.83 1.03 0.05
v 2.85 1.03 0.05
v 2.87 1.03 0.05
v 2.89 1.03 0.05
v 2.91 1.03 0.05
v 2.93 1.03 0.05
v 2.95 1.03 0.05
v 2.97 1.03 0.05
v 2.99 1.03 0.05
v 3.01 1.03 0.05
v 3.03 1.03 0.05
v 3.05 1.03 0.05
v 3.07 1.03 0.05
v 3.09 1.03 0.05
v 3.11 1.03 0.05
v 3.13 1.03 0.05
v 3.15 1.03 0.05
v 3.17 1.03 0.05
v 3.19 1.03 0.05
v 3.21 1.03 0.05
v 3.23 1.03 0.05
v 3.25 1.03 0.05
v 3.27 1.03 0.05
v 3.29 1.03 0.05
v 3.31 1.03 0.05
v 3.33 1.03 0.05
v 3.35 1.03 0.05
v 3.37 1.03 0.05
v 3.39 1.03 0.05
v 3.41 1.03 0.05
v 3.43 1.03 0.05
v 3.45 1.03 0.05
v 3.47 1.03 0.05
v 3.49 1.03 0.05
v 3.51 1.03 0.05
v 3.53 1.03 0.05
v 3.55 1.03 0.05
v 3.57 1.03 0.05
v 3.59 1.03 0.05
v 3.61 1.03 0.05
v 3.63 1.03 0.05
v 3.65 1.03 0.05
v 3.67 1.03 0.05
v 3.69 1.03 0.05
v 3.71 1.03 0.05
v 3.73 1.03 0.05
v 3.75 1.03 0.05
v 3.77 1.03 0.05
v 3.79 1.03 0.05
v 3.81 1.03 0.05
v 3.83 1.03 0.05
v 3.85 1.03 0.05
v 3.87 1.03 0.05
v 3.89 1.03 0.05
v 3.91 1.03 0.05
v 3.93 1.03 0.05
v 3.95 1.03 0.05
v 3.97 1.03 0.05
v 3.99 1.03 0.05
v 4.01 1.03 0.05
v 4.03 1.03 0.05
v 4.05 1.03 0.05
v 4.07 1.03 0.05
v 4.09 1.03 0.05
v 4.11 1.03 0.05
v 4.13 1.03 0.05
v 4.15 1.03 0.05
v 4.17 1.03 0.05
v 4.19 1.03 0.05
v 4.21 1.03 0.05
v 4.23 1.03 0.05
v 4.25 1.03 0.05
v 4.27 1.03 0.05
v 4.29 1.03 0.05
v 4.31 1.03 0.05
v 4.33 1.03 0.05
v 4.35 1.03 0.05
v 4.37 1.03 0.05
v 4.39 1.03 0.05
v 4.41 1.03 0.05
v 4.43 1.03 0.05
v 4.45 1.03 0.05
v 4.47 1.03 0.05
v 4.49 1.03 0.05
v 2.51 1.05 0.05
v 2.53 1.05 0.05
v 2.55 1.05 0.05
v 2.57 1.05 0.05
v 2.59 1.05 0.05
v 2.61 1.05 0.05
v 2.63 1.05 0.05
v 2.65 1.05 0.05
v 2.67 1.05 0.05
v 2.69 1.05 0.05
v 2.71 1.05 0.05
v 2.73 1.05 0.05
v 2.75 1.05 0.05
v 2.77 1.05 0.05
v 2.79 1.05 0.05
v 2.81 1.05 0.05
v 2.83 1.05 0.05
v 2.85 1.05 0.05
v 2.87 1.05 0.05
v 2.89 1.05 0.05
v 2.91 1.05 0.05
v 2.93 1.05 0.05
v 2.95 1.05 0.05
v 2.97 1.05 0.05
v 2.99 1.05 0.05
v 3.01 1.05 0.05
v 3.03 1.05 0.05
v 3.05 1.05 0.05
v 3.07 1.05 0.05
v 3.09 1.05 0.05
v 3.11 1.05 0.05
v 3.13 1.05 0.05
v 3.15 1.05 0.05
v 3.17 1.05 0.05
v 3.19 1.05 0.05
v 3.21 1.05 0.05
v 3.23 1.05 0.05
v 3.25 1.05 0.05
v 3.27 1.05 0.05
v 3.29 1.05 0.05
v 3.31 1.05 0.05
v 3.33 1.05 0.05
v 3.35 1.05 0.05
v 3.37 1.05 0.05
v 3.39 1.05 0.05
v 3.41 1.05 0.05
v 3.43 1.05 0.05
v 3.45 1.05 0.05
v 3.47 1.05 0.05
v 3.49 1.05 0.05
v 3.51 1.05 0.05
v 3.53 1.05 0.05
v 3.55 1.05 0.05
v 3.57 1.05 0.05
v 3.59 1.05 0.05
v 3.61 1.05 0.05
v 3.63 1.05 0.05
v 3.65 1.05 0.05
v 3.67 1.05 0.05
v 3.69 1.05 0.05
v 3.71 1.05 0.05
v 3.73 1.05 0.05
v 3.75 1.05 0.05
v 3.77 1.05 0.05
v 3.79 1.05 0.05
v 3.81 1.05 0.05
v 3.83 1.05 0.05
v 3.85 1.05 0.05
v 3.87 1.05 0.05
v 3.89 1.05 0.05
v 3.91 1.05 0.05
v 3.93 1.05 0.05
v 3.95 1.05 0.05
v 3.97 1.05 0.05
v 3.99 1.05 0.05
v 4.01 1.05 0.05
v 4.03 1.05 0.05
v 4.05 1.05 0.05
v 4.07 1.05 0.05
v 4.09 1.05 0.05
v 4.11 1.05 0.05
v 4.13 1.05 0.05
v 4.15 1.05 0.05
v 4.17 1.05 0.05
v 4.19 1.05 0.05
v 4.21 1.05 0.05
v 4.23 1.05 0.05
v 4.25 1.05 0.05
v 4.27 1.05 0.05
v 4.29 1.05 0.05
v 4.31 1.05 0.05
v 4.33 1.05 0.05
v 4.35 1.05 0.05
v 4.37 1.05 0.05
v 4.39 1.05 0.05
v 4.41 1.05 0.05
v 4.43 1.05 0.05
v 4.45 1.05 0.05
v 4.47 1.05 0.05
v 4.49 1.05 0.05
v 2.51 1.07 0.05
v 2.53 1.07 0.05
v 2.55 1.07 0.05
v 2.57 1.07 0.05
v 2.59 1.07 0.05
v 2.61 1.07 0.05
v 2.63 1.07 0.05
v 2.65 1.07 0.05
v 2.67 1.07 0.05
v 2.69 1.07 0.05
v 2.71 1.07 0.05
v 2.73 1.07 0.05
v 2.75 1.07 0.05
v 2.77 1.07 0.05
v 2.79 1.07 0.05
v 2.81 1.07 0.05
v 2.83 1.07 0.05
v 2.85 1.07 0.05
v 2.87 1.07 0.05
v 2.89 1.07 0.05
v 2.91 1.07 0.05
v 2.93 1.07 0.05
v 2.95 1.07 0.05
v 2.97 1.07 0.05
v 2.99 1.07 0.05
v 3.01 1.07 0.05
v 3.03 1.07 0.05
v 3.05 1.07 0.05
v 3.07 1.07 0.05
v 3.09 1.07 0.05
v 3.11 1.07 0.05
v 3.13 1.07 0.05
v 3.15 1.07 0.05
v 3.17 1.07 0.05
v 3.19 1.07 0.05
v 3.21 1.07 0.05
v 3.23 1.07 0.05
v 3.25 1.07 0.05
v 3.27 1.07 0.05
v 3.29 1.07 0.05
v 3.31 1.07 0.05
v 3.33 1.07 0.05
v 3.35 1.07 0.05
v 3.37 1.07 0.05
v 3.39 1.07 0.05
v 3.41 1.07 0.05
v 3.43 1.07 0.05
v 3.45 1.07 0.05
v 3.47 1.07 0.05
v 3.49 1.07 0.05
v 3.51 1.07 0.05
v 3.53 1.07 0.05
v 3.55 1.07 0.05
v 3.57 1.07 0.05
v 3.59 1.07 0.05
v 3.61 1.07 0.05
v 3.63 1.07 0.05
v 3.65 1.07 0.05
v 3.67 1.07 0.05
v 3.69 1.07 0.05
v 3.71 1.07 0.05
v 3.73 1.07 0.05
v 3.75 1.07 0.05
v 3.77 1.07 0.05
v 3.79 1.07 0.05
v 3.81 1.07 0.05
v 3.83 1.07 0.05
v 3.85 1.07 0.05
v 3.87 1.07 0.05
v 3.89 1.07 0.05
v 3.91 1.07 0.05
v 3.93 1.07 0.05
v 3.95 1.07 0.05
v 3.97 1.07 0.05
v 3.99 1.07 0.05
v 4.01 1.07 0.05
v 4.03 1.07 0.05
v 4.05 1.07 0.05
v 4.07 1.07 0.05
v 4.09 1.07 0.05
v 4.11 1.07 0.05
v 4.13 1.07 0.05
v 4.15 1.07 0.05
v 4.17 1.07 0.05
v 4.19 1.07 0.05
v 4.21 1.07 0.05
v 4.23 1.07 0.05
v 4.25 1.07 0.05
v 4.27 1.07 0.05
v 4.29 1.07 0.05
v 4.31 1.07 0.05
v 4.33 1.07 0.05
v 4.35 1.07 0.05
v 4.37 1.07 0.05
v 4.39 1.07 0.05
v 4.41 1.07 0.05
v 4.43 1.07 0.05
v 4.45 1.07 0.05
v 4.47 1.07 0.05
v 4.49 1.07 0.05
v 2.51 1.09 0.05
v 2.53 1.09 0.05
v 2.55 1.09 0.05
v 2.57 1.09 0.05
v 2.59 1.09 0.05
v 2.61 1.09 0.05
v 2.63 1.09 0.05
v 2.65 1.09 0.05
v 2.67 1.09 0.05
v 2.69 1.09 0.05
v 2.71 1.09 0.05
v 2.73 1.09 0.05
v 2.75 1.09 0.05
v 2.77 1.09 0.05
v 2.79 1.09 0.05
v 2.81 1.09 0.05
v 2.83 1.09 0.05
v 2.85 1.09 0.05
v 2.87 1.09 0.05
v 2.89 1.09 0.05
v 2.91 1.09 0.05
v 2.93 1.09 0.05
v 2.95 1.09 0.05
v 2.97 1.09 0.05
v 2.99 1.09 0.05
v 3.01 1.09 0.05
v 3.03 1.09 0.05
v 3.05 1.09 0.05
v 3.07 1.09 0.05
v 3.09 1.09 0.05
v 3.11 1.09 0.05
v 3.13 1.09 0.05
v 3.15 1.09 0.05
v 3.17 1.09 0.05
v 3.19 1.09 0.05
v 3.21 1.09 0.05
v 3.23 1.09 0.05
v 3.25 1.09 0.05
v 3.27 1.09 0.05
v 3.29 1.09 0.05
v 3.31 1.09 0.05
v 3.33 1.09 0.05
v 3.35 1.09 0.05
v 3.37 1.09 0.05
v 3.39 1.09 0.05
v 3.41 1.09 0.05
v 3.43 1.09 0.05
v 3.45 1.09 0.05
v 3.47 1.09 0.05
v 3.49 1.09 0.05
v 3.51 1.09 0.05
v 3.53 1.09 0.05
v 3.55 1.09 0.05
v 3.57 1.09 0.05
v 3.59 1.09 0.05
v 3.61 1.09 0.05
v 3.63 1.09 0.05
v 3.65 1.09 0.05
v 3.67 1.09 0.05
v 3.69 1.09 0.05
v 3.71 1.09 0.05
v 3.73 1.09 0.05
v 3.75 1.09 0.05
v 3.77 1.09 0.05
v 3.79 1.09 0.05
v 3.81 1.09 0.05
v 3.83 1.09 0.05
v 3.85 1.09 0.05
v 3.87 1.09 0.05
v 3.89 1.09 0.05
v 3.91 1.09 0.05
v 3.93 1.09 0.05
v 3.95 1.09 0.05
v 3.97 1.09 0.05
v 3.99 1.09 0.05
v 4.01 1.09 0.05
v 4.03 1.09 0.05
v 4.05 1.09 0.05
v 4.07 1.09 0.05
v 4.09 1.09 0.05
v 4.11 1.09 0.05
v 4.13 1.09 0.05
v 4.15 1.09 0.05
v 4.17 1.09 0.05
v 4.19 1.09 0.05
v 4.21 1.09 0.05
v 4.23 1.09 0.05
v 4.25 1.09 0.05
v 4.27 1.09 0.05
v 4.29 1.09 0.05
v 4.31 1.09 0.05
v 4.33 1.09 0.05
v 4.35 1.09 0.05
v 4.37 1.09 0.05
v 4.39 1.09 0.05
v 4.41 1.09 0.05
v 4.43 1.09 0.05
v 4.45 1.09 0.05
v 4.47 1.09 0.05
v 4.49 1.09 0.05
v 2.51 1.11 0.05
v 2.53 1.11 0.05
v 2.55 1.11 0.05
v 2.57 1.11 0.05
v 2.59 1.11 0.05
v 2.61 1.11 0.05
v 2.63 1.11 0.05
v 2.65 1.11 0.05
v 2.67 1.11 0.05
v 2.69 1.11 0.05
v 2.71 1.11 0.05
